Date,Open,High,Low,Close,Volume,Adj Close
2016-05-09,205.570007,206.399994,205.360001,205.889999,74374900,203.795378
2016-05-06,204.059998,205.770004,203.880005,205.720001,89315000,203.627109
2016-05-05,205.559998,205.979996,204.470001,204.970001,67619200,202.884739
2016-05-04,204.990005,205.850006,204.419998,205.009995,92243800,202.924325
2016-05-03,206.520004,206.800003,205.279999,206.160004,106422100,204.062635
2016-05-02,206.919998,208.179993,206.410004,207.970001,62188000,205.854218
2016-04-29,206.720001,207.130005,205.029999,206.330002,142424100,204.230904
2016-04-28,208.460007,209.759995,206.960007,207.449997,97216200,205.339504
2016-04-27,208.470001,209.809998,208.050003,209.350006,77329400,207.220184
2016-04-26,209.039993,209.520004,208.360001,208.919998,75864200,206.794551
2016-04-25,208.259995,208.660004,207.539993,208.610001,66166500,206.487707
2016-04-22,208.550003,209.289993,207.910004,208.970001,99251700,206.844045
2016-04-21,210.119995,210.25,208.649994,208.970001,85695000,206.844045
2016-04-20,209.949997,210.919998,209.389999,210.100006,81100300,207.962554
2016-04-19,209.740005,210.199997,208.940002,209.899994,88316100,207.764576
2016-04-18,207.779999,209.279999,207.00,209.240005,82531000,207.111302
2016-04-15,208.009995,208.169998,207.399994,207.779999,75761600,205.666149
2016-04-14,208.070007,208.600006,207.600006,208.009995,65212900,205.893805
2016-04-13,207.00,208.100006,206.839996,208.00,96336400,205.883912
2016-04-12,204.220001,206.25,203.699997,205.919998,115350600,203.825071
2016-04-11,205.25,206.070007,203.910004,204.020004,83757500,201.944407
2016-04-08,205.339996,205.850006,203.869995,204.50,95040600,202.419519
2016-04-07,205.139999,206.419998,203.089996,203.949997,113859000,201.875112
2016-04-06,204.190002,206.490005,203.979996,206.419998,91839800,204.319984
2016-04-05,204.669998,206.259995,203.889999,204.190002,99662200,202.112676
2016-04-04,206.830002,207.070007,205.889999,206.25,63497000,204.151716
2016-04-01,204.350006,207.139999,203.979996,206.919998,114423500,204.814898
2016-03-31,205.910004,206.410004,205.330002,205.520004,94584100,203.429147
2016-03-30,206.300003,206.869995,205.589996,206.020004,86365300,203.92406
2016-03-29,202.759995,205.25,202.399994,205.119995,92922900,203.033207
2016-03-28,203.610001,203.860001,202.710007,203.240005,62408200,201.172343
2016-03-24,202.00,203.160004,201.740005,203.119995,84360900,201.053554
2016-03-23,204.110001,204.330002,203.009995,203.210007,81052500,201.14265
2016-03-22,203.759995,205.229996,203.570007,204.559998,97471900,202.478907
2016-03-21,204.070007,204.940002,203.800003,204.669998,72926700,202.587788
2016-03-18,204.169998,204.779999,203.800003,204.380005,138372400,202.300745
2016-03-17,203.240005,205.229996,202.770004,204.630005,134278500,201.508879
2016-03-16,201.600006,203.820007,201.550003,203.339996,129303200,200.238547
2016-03-15,201.360001,202.529999,201.050003,202.169998,93169100,199.086394
2016-03-14,202.160004,203.039993,201.770004,202.50,73612000,199.411363
2016-03-11,201.259995,202.809998,199.520004,202.759995,137964500,199.667391
2016-03-10,199.960007,201.070007,197.380005,199.539993,156838700,196.496503
2016-03-09,199.360001,199.789993,198.429993,199.380005,94801200,196.338955
2016-03-08,199.320007,199.919998,198.210007,198.399994,123974900,195.373892
2016-03-07,199.339996,201.070007,199.25,200.589996,100219000,197.530491
2016-03-04,200.009995,201.350006,199.029999,200.429993,129293600,197.372928
